go_id,go_name,go_namespace
GO:0031139,positive regulation of conjugation with cellular fusion,biological_process
GO:0031144,proteasome localization,biological_process
GO:0031145,anaphase-promoting complex-dependent catabolic process,biological_process
GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,biological_process
GO:0031151,histone H3K79 methyltransferase activity,molecular_function
GO:0031167,rRNA methylation,biological_process
GO:0031176,"endo-1,4-beta-xylanase activity",molecular_function
GO:0031177,phosphopantetheine binding,molecular_function
GO:0031201,SNARE complex,cellular_component
GO:0031204,"post-translational protein targeting to membrane, translocation",biological_process
GO:0031207,Sec62/Sec63 complex,cellular_component
GO:0031210,phosphatidylcholine binding,molecular_function
GO:0031211,endoplasmic reticulum palmitoyltransferase complex,cellular_component
GO:0031213,RSF complex,cellular_component
GO:0031251,PAN complex,cellular_component
GO:0031261,DNA replication preinitiation complex,cellular_component
GO:0031262,Ndc80 complex,cellular_component
GO:0031267,small GTPase binding,molecular_function
GO:0031293,membrane protein intracellular domain proteolysis,biological_process
GO:0031297,replication fork processing,biological_process
GO:0031298,replication fork protection complex,cellular_component
GO:0031314,extrinsic component of mitochondrial inner membrane,cellular_component
GO:0031321,ascospore-type prospore assembly,biological_process
GO:0031322,ascospore-type prospore-specific spindle pole body remodeling,biological_process
GO:0031332,RNAi effector complex,cellular_component
GO:0031369,translation initiation factor binding,molecular_function
GO:0031370,eukaryotic initiation factor 4G binding,molecular_function
GO:0031371,ubiquitin conjugating enzyme complex,cellular_component
GO:0031380,nuclear RNA-directed RNA polymerase complex,cellular_component
GO:0031386,protein tag activity,molecular_function
GO:0031388,organic acid phosphorylation,biological_process
GO:0031389,Rad17 RFC-like complex,cellular_component
GO:0031390,Ctf18 RFC-like complex,cellular_component
GO:0031391,Elg1 RFC-like complex,cellular_component
GO:0031397,negative regulation of protein ubiquitination,biological_process
GO:0031398,positive regulation of protein ubiquitination,biological_process
GO:0031405,lipoic acid binding,molecular_function
GO:0031410,cytoplasmic vesicle,cellular_component
GO:0031415,NatA complex,cellular_component
GO:0031416,NatB complex,cellular_component
GO:0031417,NatC complex,cellular_component
GO:0031418,L-ascorbic acid binding,molecular_function
GO:0031419,cobalamin binding,molecular_function
GO:0031422,RecQ family helicase-topoisomerase III complex,cellular_component
GO:0031428,box C/D methylation guide snoRNP complex,cellular_component
GO:0031429,box H/ACA snoRNP complex,cellular_component
GO:0031431,Dbf4-dependent protein kinase complex,cellular_component
GO:0031440,regulation of mRNA 3'-end processing,biological_process
GO:0031453,positive regulation of heterochromatin formation,biological_process
GO:0031461,cullin-RING ubiquitin ligase complex,cellular_component
GO:0031463,Cul3-RING ubiquitin ligase complex,cellular_component
GO:0031468,nuclear membrane reassembly,biological_process
GO:0031490,chromatin DNA binding,molecular_function
GO:0031491,nucleosome binding,molecular_function
GO:0031492,nucleosomal DNA binding,molecular_function
GO:0031499,TRAMP complex,cellular_component
GO:0031501,mannosyltransferase complex,cellular_component
GO:0031503,protein-containing complex localization,biological_process
GO:0031505,fungal-type cell wall organization,biological_process
GO:0031507,heterochromatin formation,biological_process
GO:0031508,pericentric heterochromatin formation,biological_process
GO:0031509,subtelomeric heterochromatin formation,biological_process
GO:0031510,SUMO activating enzyme complex,cellular_component
GO:0031515,tRNA (m1A) methyltransferase complex,cellular_component
GO:0031519,PcG protein complex,cellular_component
GO:0031533,mRNA capping enzyme complex,cellular_component
GO:0031536,positive regulation of exit from mitosis,biological_process
GO:0031543,peptidyl-proline dioxygenase activity,molecular_function
GO:0031559,oxidosqualene cyclase activity,molecular_function
GO:0031564,transcription antitermination,biological_process
GO:0031568,mitotic G1 cell size control checkpoint signaling,biological_process
GO:0031573,mitotic intra-S DNA damage checkpoint signaling,biological_process
GO:0031578,mitotic spindle orientation checkpoint signaling,biological_process
GO:0031588,nucleotide-activated protein kinase complex,cellular_component
GO:0031591,wybutosine biosynthetic process,biological_process
GO:0031593,polyubiquitin modification-dependent protein binding,molecular_function
GO:0031623,receptor internalization,biological_process
GO:0031624,ubiquitin conjugating enzyme binding,molecular_function
GO:0031625,ubiquitin protein ligase binding,molecular_function
GO:0031647,regulation of protein stability,biological_process
GO:0031681,G-protein beta-subunit binding,molecular_function
GO:0031683,G-protein beta/gamma-subunit complex binding,molecular_function
GO:0031848,protection from non-homologous end joining at telomere,biological_process
GO:0031901,early endosome membrane,cellular_component
GO:0031902,late endosome membrane,cellular_component
GO:0031929,TOR signaling,biological_process
GO:0031930,mitochondria-nucleus signaling pathway,biological_process
GO:0031931,TORC1 complex,cellular_component
GO:0031932,TORC2 complex,cellular_component
GO:0031934,mating-type region heterochromatin,cellular_component
GO:0031941,filamentous actin,cellular_component
GO:0031942,i-AAA complex,cellular_component
GO:0031956,medium-chain fatty acid-CoA ligase activity,molecular_function
GO:0031965,nuclear membrane,cellular_component
GO:0031966,mitochondrial membrane,cellular_component
GO:0031981,nuclear lumen,cellular_component
GO:0031982,vesicle,cellular_component
GO:0031985,Golgi cisterna,cellular_component
GO:0031991,regulation of actomyosin contractile ring contraction,biological_process
GO:0032007,negative regulation of TOR signaling,biological_process
GO:0032008,positive regulation of TOR signaling,biological_process
GO:0032012,regulation of ARF protein signal transduction,biological_process
GO:0032040,small-subunit processome,cellular_component
GO:0032042,mitochondrial DNA metabolic process,biological_process
GO:0032044,DSIF complex,cellular_component
GO:0032045,guanyl-nucleotide exchange factor complex,cellular_component
GO:0032049,cardiolipin biosynthetic process,biological_process
GO:0032050,clathrin heavy chain binding,molecular_function
GO:0032051,clathrin light chain binding,molecular_function
GO:0032065,maintenance of protein location in cell cortex,biological_process
GO:0032120,ascospore-type prospore membrane formation,biological_process
GO:0032131,alkylated DNA binding,molecular_function
GO:0032133,chromosome passenger complex,cellular_component
GO:0032135,DNA insertion or deletion binding,molecular_function
GO:0032137,guanine/thymine mispair binding,molecular_function
GO:0032138,single base insertion or deletion binding,molecular_function
GO:0032153,cell division site,cellular_component
GO:0032156,septin cytoskeleton,cellular_component
GO:0032160,septin filament array,cellular_component
GO:0032161,cleavage apparatus septin structure,cellular_component
GO:0032174,cellular bud neck septin collar,cellular_component
GO:0032182,ubiquitin-like protein binding,molecular_function
GO:0032185,septin cytoskeleton organization,biological_process
GO:0032186,cellular bud neck septin ring organization,biological_process
GO:0032196,transposition,biological_process
GO:0032210,regulation of telomere maintenance via telomerase,biological_process
GO:0032215,positive regulation of telomere maintenance via semi-conservative replication,biological_process
GO:0032216,glucosaminyl-phosphatidylinositol O-acyltransferase activity,molecular_function
GO:0032220,plasma membrane fusion involved in cytogamy,biological_process
GO:0032221,Rpd3S complex,cellular_component
GO:0032258,cytoplasm to vacuole targeting by the Cvt pathway,biological_process
GO:0032259,methylation,biological_process
GO:0032263,GMP salvage,biological_process
GO:0032264,IMP salvage,biological_process
GO:0032265,XMP salvage,biological_process
GO:0032266,phosphatidylinositol-3-phosphate binding,molecular_function
GO:0032299,ribonuclease H2 complex,cellular_component
GO:0032300,mismatch repair complex,cellular_component
GO:0032301,MutSalpha complex,cellular_component
GO:0032302,MutSbeta complex,cellular_component
GO:0032357,oxidized purine DNA binding,molecular_function
GO:0032366,intracellular sterol transport,biological_process
GO:0032389,MutLalpha complex,cellular_component
GO:0032392,DNA geometric change,biological_process
GO:0032432,actin filament bundle,cellular_component
GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,biological_process
GO:0032436,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,biological_process
GO:0032446,protein modification by small protein conjugation,biological_process
GO:0032447,protein urmylation,biological_process
GO:0032452,histone demethylase activity,molecular_function
GO:0032454,histone H3K9 demethylase activity,molecular_function
GO:0032456,endocytic recycling,biological_process
GO:0032465,regulation of cytokinesis,biological_process
GO:0032468,Golgi calcium ion homeostasis,biological_process
GO:0032469,endoplasmic reticulum calcium ion homeostasis,biological_process
GO:0032472,Golgi calcium ion transport,biological_process
GO:0032483,regulation of Rab protein signal transduction,biological_process
GO:0032502,developmental process,biological_process
GO:0032506,cytokinetic process,biological_process
GO:0032508,obsolete DNA duplex unwinding,biological_process
GO:0032509,endosome transport via multivesicular body sorting pathway,biological_process
GO:0032511,late endosome to vacuole transport via multivesicular body sorting pathway,biological_process
GO:0032527,protein exit from endoplasmic reticulum,biological_process
GO:0032535,regulation of cellular component size,biological_process
GO:0032541,cortical endoplasmic reticulum,cellular_component
GO:0032543,mitochondrial translation,biological_process
GO:0032545,CURI complex,cellular_component
GO:0032549,ribonucleoside binding,molecular_function
GO:0032559,adenyl ribonucleotide binding,molecular_function
