gene_id,class,interaction_sig,gene_name,description
Mycgr3G19773,ns,False,,Protein of unknown function (DUF3645)
Mycgr3G19839,fungicide-specific,False,,C-5 cytosine-specific DNA methylase
Mycgr3G19934,ns,False,MYO2,Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Myosin family
Mycgr3G20004,fungicide-specific,False,PDS5,sister chromatid cohesion
Mycgr3G20064,ns,False,ATG26,"domain in glucosyltransferases, myotubularins and other putative membrane-associated proteins"
Mycgr3G20072,ns,False,,Vacuolar sorting protein 9 (VPS9) domain
Mycgr3G20207,ns,False,,Glycosyltransferase family 1 protein
Mycgr3G20234,ns,False,GYP2,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G20279,ns,False,,Protein of unknown function (DUF726)
Mycgr3G20337,fungicide-specific,True,UTP22,U3 small nucleolar RNA-associated protein 22
Mycgr3G20359,ns,False,,Cyclic nucleotide-monophosphate binding domain
Mycgr3G20435,ns,False,,store-operated calcium channel activity
Mycgr3G20459,ns,False,RAD53,Forkhead associated domain
Mycgr3G20472,ns,True,,Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
Mycgr3G20494,ns,False,,Armadillo/beta-catenin-like repeats
Mycgr3G20505,ns,False,,AAA domain
Mycgr3G20530,fungicide-specific,False,,"Helicase-associated putative binding domain, C-terminal"
Mycgr3G20574,ns,False,,helicase superfamily c-terminal domain
Mycgr3G20590,ns,False,,Hamartin protein
Mycgr3G20640,ns,False,,Fungal specific transcription factor domain
Mycgr3G20652,ns,False,,Guanine nucleotide exchange factor for Ras-like small GTPases
Mycgr3G20658,fungicide-specific,False,,Rap1-interacting factor 1 N terminal
Mycgr3G20673,ns,False,,
Mycgr3G20674,ns,False,SET2,Belongs to the class V-like SAM-binding methyltransferase superfamily. Histone-lysine methyltransferase family. SET2 subfamily
Mycgr3G20676,ns,False,,Belongs to the glycosyl hydrolase 18 family
Mycgr3G20718,ns,False,msp1,Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family
Mycgr3G20760,heat-specific,False,,KR domain
Mycgr3G20761,ns,False,GEF2,Chloride channel protein
Mycgr3G20852,ns,False,,solute carrier family 22
Mycgr3G20893,heat-specific,True,,Fungal specific transcription factor domain
Mycgr3G21049,ns,False,CDC27,"Anaphase-promoting complex, cyclosome, subunit 3"
Mycgr3G21087,ns,False,,Pectate lyase superfamily protein
Mycgr3G21114,fungicide-specific,True,,intracellular protein transport-like protein
Mycgr3G21181,ns,False,PET127,Mitochondrial protein Pet127
Mycgr3G21185,shared,False,,leucine Rich Repeat
Mycgr3G21187,ns,False,,alpha/beta hydrolase fold
Mycgr3G21193,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G21205,ns,False,,Fungal specific transcription factor domain
Mycgr3G21233,ns,False,,Transmembrane amino acid transporter protein
Mycgr3G21242,ns,False,YMR1,Belongs to the protein-tyrosine phosphatase family. Non-receptor class myotubularin subfamily
Mycgr3G21368,ns,False,,FAD binding domain of DNA photolyase
Mycgr3G21413,fungicide-specific,True,PRM1,plasma membrane fusion protein prm1
Mycgr3G21444,heat-specific,False,,SNF2 family N-terminal domain
Mycgr3G21552,fungicide-specific,False,,Fungal specific transcription factor domain
Mycgr3G21591,ns,False,,PX-associated
Mycgr3G21681,ns,False,,Domain in SPla and the RYanodine Receptor.
Mycgr3G21688,ns,False,,Protein of unknown function (DUF1365)
Mycgr3G21745,ns,False,,Major Facilitator Superfamily
Mycgr3G21814,ns,False,,Fungal specific transcription factor domain
Mycgr3G21898,ns,False,DPB11,twin BRCT domain
Mycgr3G21909,ns,True,,Major Facilitator Superfamily
Mycgr3G21922,ns,False,,Cid1 family poly A polymerase
Mycgr3G22003,ns,True,,"M protein, serotype 2.1"
Mycgr3G22011,ns,False,UBP1,Ubiquitin carboxyl-terminal hydrolase
Mycgr3G22021,ns,False,,Peptide N-acetyl-beta-D-glucosaminyl asparaginase amidase A
Mycgr3G22047,fungicide-specific,False,CDC6,AAA domain
Mycgr3G22102,fungicide-specific,False,,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
Mycgr3G22156,ns,False,MSY1,Tyrosyl-tRNA synthetase C-terminal domain
Mycgr3G22161,heat-specific,False,,Fungal specific transcription factor domain
Mycgr3G22166,ns,False,,Fungal specific transcription factor domain
Mycgr3G22198,fungicide-specific,True,VPS62,Vacuolar protein sorting-associated protein 62
Mycgr3G22206,ns,False,,spermine spermidine synthase
Mycgr3G22320,ns,False,,Annexin repeats
Mycgr3G22332,ns,False,,Protein of unknown function (DUF2985)
Mycgr3G22336,fungicide-specific,False,,CorA-like Mg2+ transporter protein
Mycgr3G22352,ns,False,,Major Facilitator Superfamily
Mycgr3G22400,ns,False,MRS2,CorA-like Mg2+ transporter protein
Mycgr3G22464,ns,False,,Arylsulfotransferase (ASST)
Mycgr3G22487,ns,False,,
Mycgr3G22505,ns,False,,Major Facilitator Superfamily
Mycgr3G22524,ns,False,MAS2,Belongs to the peptidase M16 family
Mycgr3G22571,ns,False,,Major Facilitator Superfamily
Mycgr3G22578,ns,False,,"Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs."
Mycgr3G22584,ns,False,,Major Facilitator Superfamily
Mycgr3G22604,ns,False,,Sugar (and other) transporter
Mycgr3G22858,ns,False,PFA3,Belongs to the DHHC palmitoyltransferase family
Mycgr3G22912,shared,False,,Major Facilitator Superfamily
Mycgr3G22915,ns,False,MTG2,GTP1/OBG
Mycgr3G22969,ns,False,LDB19,Arrestin_N terminal like
Mycgr3G22971,fungicide-specific,False,,Afadin- and alpha -actinin-Binding
Mycgr3G22994,ns,False,,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G22995,ns,False,ABD1,Belongs to the class I-like SAM-binding methyltransferase superfamily. mRNA cap 0 methyltransferase family
Mycgr3G23060,fungicide-specific,False,pli1,PINIT domain
Mycgr3G23069,ns,False,,Major Facilitator Superfamily
Mycgr3G23163,fungicide-specific,True,,Region of unknown function (DUF2417)
Mycgr3G23189,ns,False,,IucA / IucC family
Mycgr3G23191,ns,False,,Major Facilitator Superfamily
Mycgr3G23199,ns,False,SDS23,Domain in cystathionine beta-synthase and other proteins.
Mycgr3G23202,ns,False,,G-beta repeat protein
Mycgr3G23211,shared,True,,Prenylcysteine lyase
Mycgr3G23234,ns,False,,GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain
Mycgr3G23237,ns,False,,Belongs to the cytochrome P450 family
Mycgr3G23271,ns,False,,Serine carboxypeptidase
Mycgr3G23284,fungicide-specific,False,,
Mycgr3G23379,ns,False,PEX3,Peroxin-3
Mycgr3G23406,ns,False,,"Alpha amylase, catalytic domain"
Mycgr3G23428,ns,False,,Glycoside hydrolase family 64 protein
Mycgr3G23438,ns,False,,Major Facilitator Superfamily
Mycgr3G23624,fungicide-specific,False,,Beta-lactamase
Mycgr3G23658,fungicide-specific,False,,Catalase
Mycgr3G23705,ns,False,HER2,Amidase
Mycgr3G23748,heat-specific,False,,Belongs to the aldehyde dehydrogenase family
Mycgr3G23761,ns,False,,Major Facilitator Superfamily
Mycgr3G23780,ns,False,DOT1,Histone methyltransferase that specifically methylates histone H3 to form H3K79me. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histones
Mycgr3G23786,ns,False,,Cytochrome P450
Mycgr3G23932,fungicide-specific,False,,Protein of unknown function (DUF3445)
Mycgr3G23946,fungicide-specific,False,MDJ1,DnaJ central domain
Mycgr3G24066,ns,False,thp1,Uracil DNA glycosylase superfamily
Mycgr3G24171,fungicide-specific,False,,Monocarboxylate transporter
Mycgr3G24183,ns,False,NPR2,Nitrogen permease regulator 2
Mycgr3G24216,ns,False,,Glycosyltransferase family 31 protein
Mycgr3G24229,ns,False,,Glycosyltransferase family 31 protein
Mycgr3G24237,ns,False,,Aldo/keto reductase family
Mycgr3G24319,ns,False,SEN54,tRNA-splicing endonuclease subunit sen54 N-term
Mycgr3G24349,ns,False,,FAD binding domain
Mycgr3G24351,fungicide-specific,False,ssh4,Domain in SPla and the RYanodine Receptor.
Mycgr3G24521,ns,False,DGA1,Diacylglycerol acyltransferase
Mycgr3G24531,ns,False,,Putative lipopolysaccharide-modifying enzyme.
Mycgr3G24547,ns,False,,RNA polymerase I specific initiation factor
Mycgr3G24549,fungicide-specific,False,,Glycosyltransferase family 31 protein
Mycgr3G24553,fungicide-specific,True,rhp57,Rad51
Mycgr3G24569,ns,False,,Glycosyltransferase family 31 protein
Mycgr3G24570,ns,False,,Putative lipopolysaccharide-modifying enzyme.
Mycgr3G24577,ns,False,SAC3,SAC3/GANP family
Mycgr3G24587,ns,False,,
Mycgr3G24612,ns,False,PCT1,Cytidylyltransferase-like
Mycgr3G24616,fungicide-specific,False,,G protein-coupled glucose receptor regulating Gpa2
Mycgr3G24623,ns,False,,Glycosyltransferase family 31 protein
Mycgr3G24629,shared,False,RPA49,A49-like RNA polymerase I associated factor
Mycgr3G24632,ns,False,,Protein of unknown function (DUF890)
Mycgr3G24656,ns,False,,Putative lipopolysaccharide-modifying enzyme.
Mycgr3G24728,ns,False,,FAD dependent oxidoreductase
Mycgr3G24762,ns,False,RAD10,Binding domain of DNA repair protein Ercc1 (rad10/Swi10)
Mycgr3G24965,ns,False,,Membrane bound O-acyl transferase family
Mycgr3G25045,ns,False,,"Uncharacterised ACR, YagE family COG1723"
Mycgr3G25073,ns,False,,"Serine/threonine phosphatases, family 2C, catalytic domain"
Mycgr3G25082,ns,False,,pantetheine-phosphate adenylyltransferase family protein
Mycgr3G25102,ns,False,,Pfam:Methyltransf_26
Mycgr3G25106,ns,False,,Haloacid dehalogenase-like hydrolase
Mycgr3G25111,ns,False,,Protein of unknown function (DUF3431)
Mycgr3G25122,ns,False,,Kinase-like
Mycgr3G25126,ns,False,,"SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain"
Mycgr3G25206,ns,False,,domain-containing protein
Mycgr3G25234,ns,False,tlg2,Belongs to the syntaxin family
Mycgr3G25276,ns,False,,Telomerase activating protein Est1
Mycgr3G25437,ns,False,TFB3,CDK-activating kinase assembly factor MAT1
Mycgr3G25547,fungicide-specific,False,,
Mycgr3G25601,shared,False,,Glycosyltransferase sugar-binding region containing DXD motif
Mycgr3G25609,ns,False,,Oxidoreductase FAD-binding domain
Mycgr3G25632,ns,False,,Piwi
Mycgr3G25667,ns,False,PEX14,Peroxisomal membrane anchor protein (Pex14p) conserved region
Mycgr3G25671,shared,False,,O-methyltransferase
Mycgr3G25695,shared,True,,Domain in the RNA-binding Lupus La protein; unknown function
Mycgr3G25746,fungicide-specific,False,HGH1,Domain of unknown function (DUF384)
Mycgr3G25795,ns,False,,Domain of unknown function (DUF3328)
Mycgr3G25801,heat-specific,False,,N2227
Mycgr3G25825,ns,False,OXR1,domain in TBC and LysM domain containing proteins
Mycgr3G25855,ns,False,sgt2,Homodimerisation domain of SGTA
Mycgr3G25899,ns,False,CKB1,Plays a complex role in regulating the basal catalytic activity of the alpha subunit
Mycgr3G25900,ns,False,,Sucrase/ferredoxin-like
Mycgr3G25958,ns,False,,"Arabinogalactan endo-beta-1,4-galactanase"
Mycgr3G26025,ns,False,,Domain of unknown function (DUF4078)
Mycgr3G26053,ns,False,,RNA recognition motif
Mycgr3G26090,ns,False,,Glycerophosphoryl diester phosphodiesterase family
Mycgr3G26108,ns,False,,galactosyl transferase GMA12/MNN10 family
Mycgr3G26160,heat-specific,False,,Glucose n-acetyltransferase
Mycgr3G26212,ns,False,,NUDIX domain
Mycgr3G26233,ns,False,MNN4,LicD family
Mycgr3G26256,fungicide-specific,False,,Heterokaryon incompatibility protein (HET)
Mycgr3G26268,shared,False,,Heterokaryon incompatibility protein (HET)
Mycgr3G26273,ns,False,USB1,"Phosphodiesterase responsible for the U6 snRNA 3' end processing. Acts as an exoribonuclease (RNase) responsible for trimming the poly(U) tract of the last nucleotides in the pre-U6 snRNA molecule, leading to the formation of mature U6 snRNA"
Mycgr3G26349,fungicide-specific,False,,
Mycgr3G26410,ns,False,,Bacterial periplasmic substrate-binding proteins
Mycgr3G26445,ns,False,,Belongs to the peptidase A1 family
Mycgr3G26456,heat-specific,False,RRP36,rRNA biogenesis protein RRP36
Mycgr3G26468,shared,False,ABZ2,Amino-transferase class IV
Mycgr3G26564,heat-specific,False,,Protein of unknown function (DUF3112)
Mycgr3G26689,ns,False,,Glycosyltransferase family 8 protein
Mycgr3G26779,ns,False,oca3,Tetratricopeptide repeat
Mycgr3G26792,ns,False,,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G26811,fungicide-specific,False,,
Mycgr3G26862,shared,True,,metallo-beta-lactamase
Mycgr3G26867,ns,False,,EVE domain
Mycgr3G26886,ns,False,SFL1,heat shock factor
Mycgr3G26892,fungicide-specific,True,,cfem domain-containing protein
Mycgr3G26915,ns,False,,Histone deacetylation protein Rxt3
Mycgr3G26999,ns,False,,
Mycgr3G27012,ns,False,,Belongs to the CDP-alcohol phosphatidyltransferase class-I family
Mycgr3G27084,ns,False,PCL1,Cyclin
Mycgr3G27116,heat-specific,False,,metallo-beta-lactamase
Mycgr3G27159,ns,False,,Mob1/phocein family
Mycgr3G27161,fungicide-specific,False,,
Mycgr3G27172,fungicide-specific,False,,
Mycgr3G27196,fungicide-specific,False,,Methyltransferase domain
Mycgr3G27205,fungicide-specific,False,PHA2,Prephenate dehydratase
Mycgr3G27248,fungicide-specific,True,,Domain of unknown function (DUF3328)
Mycgr3G27250,ns,False,,Enoyl-(Acyl carrier protein) reductase
Mycgr3G27259,ns,False,,Mitochondrial protein up-regulated during meiosis
Mycgr3G27270,fungicide-specific,False,,Domain of unknown function (DUF3328)
Mycgr3G27306,ns,False,,zinc finger
Mycgr3G27346,fungicide-specific,False,,"Gamma-glutamyl cyclotransferase, AIG2-like"
Mycgr3G27353,heat-specific,False,,
Mycgr3G27364,ns,False,,
Mycgr3G27396,ns,False,,
Mycgr3G27411,ns,False,SIW14,Tyrosine phosphatase family
Mycgr3G27413,ns,False,,ATPase family associated with various cellular activities (AAA)
Mycgr3G27416,ns,False,,Phosphotransferase enzyme family
Mycgr3G27417,ns,False,,HhH-GPD superfamily base excision DNA repair protein
Mycgr3G27443,ns,False,,to Saccharomyces cerevisiae GFD2 (YCL036W) and YDR514C
Mycgr3G27447,ns,False,,
Mycgr3G27456,ns,False,sec66,Preprotein translocase subunit Sec66
Mycgr3G27464,ns,False,,Alpha/beta hydrolase family
Mycgr3G27490,heat-specific,False,,CutC family
Mycgr3G27543,ns,False,,
Mycgr3G27565,ns,True,,Thioesterase domain
Mycgr3G27566,ns,False,RSM10,Ribosomal protein S10p/S20e
Mycgr3G27578,shared,False,,HET domain-containing protein
Mycgr3G27613,fungicide-specific,False,,Sin3 associated polypeptide p18 (SAP18)
Mycgr3G27623,ns,False,,
Mycgr3G27686,shared,True,,BTB/POZ domain
Mycgr3G27731,ns,False,,Domain of unknown function (DUF4112)
Mycgr3G27778,ns,False,RRG9,Neugrin
Mycgr3G27785,ns,False,,
Mycgr3G27796,fungicide-specific,False,MRPL4,Mitochondrial 39-S ribosomal protein L47 (MRP-L47)
Mycgr3G27804,heat-specific,False,,Phospholipase/Carboxylesterase
Mycgr3G27852,fungicide-specific,True,ISA1,Iron-sulphur cluster biosynthesis
Mycgr3G27860,ns,False,,Caleosin related protein
Mycgr3G27948,fungicide-specific,False,,
Mycgr3G27949,ns,False,SPC2,Microsomal signal peptidase 25 kDa subunit (SPC25)
Mycgr3G27969,shared,False,,WW domain protein
Mycgr3G28039,fungicide-specific,False,,ATPase family associated with various cellular activities (AAA)
Mycgr3G28056,ns,False,,Heterokaryon incompatibility protein (HET)
Mycgr3G28143,fungicide-specific,True,,Domain of unknown function (DUF202)
Mycgr3G28145,ns,False,,Protein of unknown function (DUF3128)
Mycgr3G28152,ns,False,,DUF1767
Mycgr3G28154,heat-specific,True,,
Mycgr3G28186,ns,False,,N-terminal domain of NEFA-interacting nuclear protein NIP30
Mycgr3G28225,ns,False,,Mago binding
Mycgr3G28226,ns,False,naa30,Acetyltransferase (GNAT) domain
Mycgr3G28261,ns,False,,Fungal specific transcription factor domain
Mycgr3G28269,ns,False,,Fungal specific transcription factor domain
Mycgr3G28304,ns,False,YPT31,Rab subfamily of small GTPases
Mycgr3G28410,ns,False,YTH1,Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Mycgr3G28446,ns,False,,Family of unknown function (DUF5321)
Mycgr3G28493,fungicide-specific,False,,SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.
Mycgr3G28495,ns,False,,Heterokaryon incompatibility protein (HET)
Mycgr3G28506,heat-specific,False,stp1,Low molecular weight phosphatase family
Mycgr3G28514,ns,False,POA1,Macro domain
Mycgr3G28518,shared,False,,Flavodoxin-like fold
Mycgr3G28532,ns,False,,Glu-tRNAGln amidotransferase C subunit
Mycgr3G28547,ns,False,,ef-hand superfamily ca2 -modulated protein
Mycgr3G28554,ns,False,,"GPI-GlcNAc transferase complex, PIG-H component"
Mycgr3G28568,ns,False,TAD2,MafB19-like deaminase
Mycgr3G28576,ns,False,CDC36,NOT2 / NOT3 / NOT5 family
Mycgr3G28586,fungicide-specific,False,,cupin domain protein
Mycgr3G28587,ns,False,,Mitochondrial ribosomal protein L28
Mycgr3G28593,ns,True,,Belongs to the universal ribosomal protein uS12 family
Mycgr3G28602,shared,True,RLP24,metallochaperone-like domain
Mycgr3G28606,ns,False,,"Gamma-glutamyl cyclotransferase, AIG2-like"
Mycgr3G28618,shared,True,,
Mycgr3G28649,fungicide-specific,True,,Pathogenesis associated protein Cap20
Mycgr3G28674,fungicide-specific,False,,"Anaphase-promoting complex, subunit 10 (APC10)"
Mycgr3G28682,ns,False,,Belongs to the ubiquitin-conjugating enzyme family
Mycgr3G28721,ns,False,,"Oxidoreductase-like protein, N-terminal"
Mycgr3G28735,heat-specific,False,,
Mycgr3G28780,ns,False,,
Mycgr3G28794,ns,False,,C-x8-c-x5-c-x3-h type zinc finger protein
Mycgr3G28846,fungicide-specific,False,,Pfam:RRM_6
Mycgr3G28858,ns,False,,Domain of unknown function (DUF3328)
Mycgr3G28863,ns,False,,CoA binding domain
Mycgr3G28873,ns,False,AIM9,"Altered inheritance of mitochondria protein 9, mitochondrial"
Mycgr3G28893,ns,False,,Domain of unknown function (DUF3328)
Mycgr3G28900,fungicide-specific,True,,SET domain
Mycgr3G28928,fungicide-specific,False,,Protein of unknown function (DUF3237)
Mycgr3G28946,fungicide-specific,False,,Uncharacterized protein conserved in bacteria (DUF2237)
Mycgr3G28947,ns,False,,RNAse P Rpr2/Rpp21/SNM1 subunit domain
Mycgr3G28957,ns,False,,Rhodanese Homology Domain
Mycgr3G28978,heat-specific,False,,Domain of unknown function (DUF3328)
Mycgr3G29006,ns,True,,
Mycgr3G29011,ns,False,YPT35,"PhoX homologous domain, present in p47phox and p40phox."
Mycgr3G29054,shared,False,,Belongs to the small heat shock protein (HSP20) family
Mycgr3G29060,fungicide-specific,False,,Protein of unknown function (DUF3237)
Mycgr3G29061,ns,False,,"6-O-methylguanine DNA methyltransferase, DNA binding domain"
Mycgr3G29067,ns,False,,"Repeat in Drosophila CG10860, human KIAA0680 and C. elegans F26H9.2"
Mycgr3G29087,ns,False,,Histone-like transcription factor (CBF/NF-Y) and archaeal histone
Mycgr3G29100,shared,True,,
Mycgr3G29184,fungicide-specific,False,DAD1,DASH complex subunit Dad1
Mycgr3G29192,ns,False,,Complex 1 protein (LYR family)
Mycgr3G29197,ns,False,,HIT domain
Mycgr3G29210,ns,False,SLN1,cheY-homologous receiver domain
Mycgr3G29212,ns,False,,Cupin domain
Mycgr3G29227,ns,False,,
Mycgr3G29244,ns,False,,Mediates the uptake of pyruvate into mitochondria
Mycgr3G29251,shared,False,,Gar1/Naf1 RNA binding region
Mycgr3G29261,ns,False,,
Mycgr3G29277,ns,False,,DASH complex subunit Duo1
Mycgr3G29302,ns,False,,Domain of unknown function (DUF3328)
Mycgr3G29317,ns,False,,
Mycgr3G29435,ns,False,,
Mycgr3G29456,ns,False,,Expressed protein
Mycgr3G29470,ns,False,,Thioredoxin
Mycgr3G29486,ns,False,APC11,Anaphase-promoting complex subunit 11 RING-H2 finger
Mycgr3G29504,ns,False,,
Mycgr3G29515,ns,False,MRP10,Involved in mitochondrial genome encoded proteins translation
Mycgr3G29521,ns,False,,Proteolipid membrane potential modulator
Mycgr3G29525,ns,False,,Belongs to the complex I LYR family
Mycgr3G29543,ns,False,,DnaJ molecular chaperone homology domain
Mycgr3G29567,ns,False,,Endoribonuclease L-PSP
Mycgr3G29607,ns,False,PET100,Pfam:DUF2346
Mycgr3G29629,ns,False,,
Mycgr3G29663,heat-specific,False,TOA1,"Transcription factor IIA, alpha/beta subunit"
Mycgr3G29667,ns,False,,
Mycgr3G29736,ns,False,NBP2,Src homology 3 domains
